Progress,Duration (in seconds),Finished,RecordedDate,Q_RecaptchaScore,Q4,Q5,Q4,Q90,Q90_4_TEXT,Q91,Q5,Q5_3_TEXT,Q5_9_TEXT,Q6,Q6_8_TEXT,Q7,Q8,Q8_7_TEXT,Q9,Q10,Q10_7_TEXT,Q12,Q13,Q14,Q14_8_TEXT,Q16,Q18,Q18_9_TEXT,Q19,Q19_5_TEXT,Q20,Q20_1_TEXT,Q21,Q21_5_TEXT,Q22,Q24,Q25,Q23,Q27_1,Q27_2,Q27_3,Q27_4,Q27_5,Q28_1,Q28_2,Q28_3,Q28_4,Q28_5,Q29_1,Q29_2,Q29_3,Q29_4,Q29_5,Q29_6,Q31,Q33,Q34,Q36,Q37_1,Q37_2,Q39_1,Q39_2,Q39_3,Q39_4,Q39_5,Q39_6,Q39_7,Q39_8,Q39_9,Q40,Q40_7_TEXT,Q41,Q42_1,Q42_2,Q42_3,Q44_1,Q44_2,Q44_3,Q44_4,Q44_5,Q44_6,Q44_7,Q44_8,Q44_9,Q46_1,Q46_2,Q46_3,Q46_4,Q46_5,Q46_6,Q46_7,Q47,Q47_8_TEXT,Q48,Q66,Q67,Q95,Q95_9_TEXT,Q102,Q102_9_TEXT,Q93_1,Q93_2,Q58,Q68,Q68_7_TEXT,Q59,Q59_7_TEXT,Q60,Q61_1,Q61_2,Q61_3,Q96_1,Q96_2,Q96_3,Q96_4,Q96_5,Q96_6,Q96_7,Q96_8,Q96_9,Q70,Q65_1,Q65_2,Q65_3,Q65_4,Q65_5,Q65_6,Q65_7,Q65_8,Q65_9,Q66,Q66_8_TEXT,Q71,Q67,Q84,Q84_8_TEXT,Q88,Q88_8_TEXT,Q89
100,766,TRUE,2023-03-27 6:47,,Yes,Yes,,Female,,No,White or European descent,,,Part-time employment,,,Apartment/condo,,,I do not live with other people,,No,,Dog,,I have used drugs once or twice a month for the past six months,"Inhalants (ex. aerosol sprays, glue, gasoline)",,Smoking/inhalation,,No,,At home,,,,No,,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Somewhat disagree,Neither agree nor disagree,Most of the time,Most of the time,Most of the time,Most of the time,Most of the time,Always,,Option 1: I have not experienced an animal emergency where my pet has accidentally ingested drugs.,,Somewhat concerned,Strongly agree,Strongly agree,3,6,2,7,4,5,9,1,8,It is convenient/close by,,Extremely concerned,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,"Using respectful language (ie. avoiding terms like ""addict"", ""junkie"", etc.),Avoiding non-incriminatory questions (ex. ""Were these your drugs?"")",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100,1633,TRUE,2023-03-27 6:49,,Yes,Yes,25-34,Male,,No,White or European descent,,,Full-time employment,,60000,House,,Kitsilano,Partner/spouse,,Children (yours or someone else's),1,Cat,,I use drugs once a week,Cannabis,,Smoking/inhalation,,No,,At home,,No,Extremely concerned,No,,Neither agree nor disagree,Somewhat agree,Strongly agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Neither agree nor disagree,Somewhat agree,Somewhat agree,Most of the time,About half the time,About half the time,Sometimes,Sometimes,About half the time,My family despises me and insults me,Option 1: I have not experienced an animal emergency where my pet has accidentally ingested drugs.,Cannabis sativa,Moderately concerned,Neither agree nor disagree,Somewhat agree,4,2,6,9,5,1,7,8,3,I have a prior relationship with the veterinarian or healthcare staff,,Moderately concerned,Somewhat agree,Neither agree nor disagree,Somewhat disagree,Somewhat agree,Neither agree nor disagree,Neither agree nor disagree,Somewhat agree,Somewhat agree,Neither agree nor disagree,Somewhat agree,Somewhat agree,Strongly agree,Somewhat agree,Neither agree nor disagree,Somewhat agree,Strongly agree,Somewhat agree,Neither agree nor disagree,Somewhat agree,"Maintaining a friendly, non-judgmental demeanor",,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100,1630,TRUE,2023-03-27 6:49,,Yes,Yes,25-34,Male,,No,White or European descent,,,Full-time employment,,60000,House,,Kitsilano,Partner/spouse,,Children (yours or someone else's),1,Cat,,I use drugs once a week,Cannabis,,Smoking/inhalation,,No,,At home,,No,Extremely concerned,No,,Somewhat agree,Somewhat agree,Somewhat agree,Strongly agree,Somewhat agree,Neither agree nor disagree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Sometimes,About half the time,About half the time,Most of the time,About half the time,About half the time,My family despises me and insults me,Option 1: I have not experienced an animal emergency where my pet has accidentally ingested drugs.,Cannabis sativa,Quite concerned,Somewhat agree,Neither agree nor disagree,8,5,3,6,7,4,1,2,9,I have a prior relationship with the veterinarian or healthcare staff,,Quite concerned,Somewhat agree,Somewhat agree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Somewhat agree,Strongly agree,Strongly agree,Somewhat agree,Somewhat agree,Somewhat agree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Somewhat agree,Strongly agree,Somewhat agree,Neither agree nor disagree,Somewhat disagree,"Avoiding non-incriminatory questions (ex. ""Were these your drugs?"")",,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100,1642,TRUE,2023-03-27 6:49,,Yes,Yes,25-34,Male,,No,White or European descent,,,Full-time employment,,60000,House,,Mount Pleasant,Partner/spouse,,Children (yours or someone else's),1,Dog,,I use drugs once a week,Cannabis,,Smoking/inhalation,,No,,At home,,No,Quite concerned,No,,Strongly agree,Somewhat agree,Somewhat agree,Neither agree nor disagree,Somewhat agree,Somewhat agree,Somewhat agree,Strongly agree,Somewhat agree,Somewhat agree,Most of the time,Most of the time,About half the time,About half the time,Most of the time,Always,My family despises me and insults me,Option 1: I have not experienced an animal emergency where my pet has accidentally ingested drugs.,Cannabis sativa,Moderately concerned,Neither agree nor disagree,Somewhat agree,9,5,4,7,6,2,1,3,8,I DO NOT have a prior relationship with the veterinarian of health care staff,,Moderately concerned,Somewhat agree,Neither agree nor disagree,Neither agree nor disagree,Somewhat agree,Somewhat agree,Strongly agree,Somewhat agree,Neither agree nor disagree,Neither agree nor disagree,Somewhat agree,Somewhat agree,Strongly agree,Somewhat agree,Neither agree nor disagree,Somewhat agree,Somewhat agree,Strongly agree,Somewhat agree,Neither agree nor disagree,Emphasizing a commitment to helping your animal,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100,1657,TRUE,2023-03-27 6:49,,Yes,Yes,25-34,Male,,No,White or European descent,,,Full-time employment,,60000,House,,Kensington-Cedar Cottage,Partner/spouse,,Children (yours or someone else's),1,Cat,,I use drugs once a week,Cannabis,,Smoking/inhalation,,No,,At home,,No,Extremely concerned,No,,Strongly agree,Somewhat agree,Somewhat agree,Strongly agree,Somewhat agree,Neither agree nor disagree,Neither agree nor disagree,Somewhat agree,Somewhat agree,Strongly agree,About half the time,About half the time,Most of the time,About half the time,Sometimes,Most of the time,My family despises me and insults me,Option 1: I have not experienced an animal emergency where my pet has accidentally ingested drugs.,Cannabis sativa,Quite concerned,Neither agree nor disagree,Somewhat agree,8,7,3,4,1,6,5,2,9,It is convenient/close by,,Quite concerned,Neither agree nor disagree,Somewhat agree,Somewhat agree,Neither agree nor disagree,Somewhat agree,Somewhat agree,Neither agree nor disagree,Neither agree nor disagree,Strongly agree,Somewhat agree,Neither agree nor disagree,Somewhat agree,Somewhat agree,Neither agree nor disagree,Neither agree nor disagree,Somewhat agree,Strongly agree,Somewhat agree,Neither agree nor disagree,"Avoiding non-incriminatory questions (ex. ""Were these your drugs?"")",,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100,1731,TRUE,2023-03-27 6:50,,Yes,Yes,25-34,Male,,No,White or European descent,,,Full-time employment,,60000,House,,Downtown,Partner/spouse,,Children (yours or someone else's),1,Dog,,I use drugs once a week,Cannabis,,Smoking/inhalation,,No,,At home,,No,Extremely concerned,No,,Strongly agree,Somewhat agree,Neither agree nor disagree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Neither agree nor disagree,Somewhat agree,Somewhat agree,Sometimes,About half the time,About half the time,Most of the time,Most of the time,About half the time,My family despises me and insults me,Option 1: I have not experienced an animal emergency where my pet has accidentally ingested drugs.,Cannabis sativa,Quite concerned,Somewhat agree,Neither agree nor disagree,9,6,2,8,1,7,4,3,5,It is open/available at the time of the emergency,,Quite concerned,Somewhat agree,Somewhat agree,Somewhat agree,Neither agree nor disagree,Somewhat agree,Somewhat agree,Strongly agree,Somewhat agree,Somewhat agree,Neither agree nor disagree,Neither agree nor disagree,Somewhat agree,Somewhat disagree,Neither agree nor disagree,Somewhat agree,Somewhat agree,Strongly agree,Somewhat agree,Somewhat agree,"Avoiding non-incriminatory questions (ex. ""Were these your drugs?"")",,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100,797,TRUE,2023-03-27 7:01,,Yes,Yes,,Female,,No,East Asian,,,"Piecework/contract work,Financial aid/Benefits",,,House,,Downtown,I do not live with other people,,No,,Rabbit,,I have used drugs once or twice in the past six months,"Cocaine, crack",,Smoking/inhalation,,No,,At home,,,,No,,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Somewhat disagree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Most of the time,Most of the time,Most of the time,Most of the time,Most of the time,Most of the time,,Option 1: I have not experienced an animal emergency where my pet has accidentally ingested drugs.,,Not at all concerned,Somewhat agree,Somewhat agree,8,4,1,3,2,5,7,9,6,It is convenient/close by,,Somewhat concerned,Strongly agree,Strongly agree,Strongly agree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,"Emphasizing a commitment to helping your animal,Discussing patient-vet confidentiality,Maintaining a friendly, non-judgmental demeanor,Providing assurance that accidents happen, that it was not your fault",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100,2602,TRUE,2023-03-27 7:05,,Yes,Yes,25-34,Male,,No,White or European descent,,,Full-time employment,,45000,Apartment/condo,,Downtown,Partner/spouse,,Children (yours or someone else's),2,"Dog,Cat",,I have used drugs once or twice a month for the past six months,Cannabis,,Smoking/inhalation,,Yes (please specify),anodyne,At home,,No,Quite concerned,Yes,I have a safety deposit box in which I keep things out of the reach of children and my pets,Somewhat agree,Neither agree nor disagree,Somewhat agree,Neither agree nor disagree,Somewhat agree,Somewhat agree,Somewhat agree,Strongly agree,Somewhat agree,Somewhat agree,Always,Most of the time,Most of the time,Always,Most of the time,Most of the time,I think I'm a normal drug addict. Don't accept me. I'll be ostracized,Option 2: I have experienced an animal emergency where my pet has accidentally ingested drugs.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Cannabis sativa,2-5 times,Cannabis,,,,Somewhat disagree,Somewhat disagree,Went to an emergency animal hospital,Treated at the vet/veterinary hospital,,"It was open/available at the time of the emergency,It was convenient/close by",,Yes,Neither agree nor disagree,Neither agree nor disagree,Somewhat agree,Strongly disagree,Neither agree nor disagree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither good nor bad,Neither agree nor disagree,Somewhat agree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Somewhat agree,Neither agree nor disagree,Strongly agree,Neither agree nor disagree,"Using respectful language (ie. avoiding terms like ""addict"", ""junkie"", etc.),Emphasizing a commitment to helping your animal,Maintaining a friendly, non-judgmental demeanor",,Somewhat agree,I think drug use is vulnerable to discrimination,,,,,
100,2604,TRUE,2023-03-27 7:05,,Yes,Yes,25-34,Male,,No,White or European descent,,,Full-time employment,,45000,Apartment/condo,,Downtown,Partner/spouse,,Children (yours or someone else's),2,"Dog,Cat",,I have used drugs once or twice a month for the past six months,Cannabis,,Smoking/inhalation,,Yes (please specify),anodyne,At home,,No,Quite concerned,Yes,I have a safety deposit box in which I keep things out of the reach of children and my pets,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Strongly agree,Somewhat agree,Somewhat agree,Strongly agree,Most of the time,Most of the time,Most of the time,Always,Most of the time,Most of the time,I think I'm a normal drug addict. Don't accept me. I'll be ostracized,Option 2: I have experienced an animal emergency where my pet has accidentally ingested drugs.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Cannabis sativa,2-5 times,Cannabis,,,,Somewhat disagree,Somewhat disagree,Went to an emergency animal hospital,Treated at the vet/veterinary hospital,,"It was open/available at the time of the emergency,It was convenient/close by",,Yes,Somewhat agree,Somewhat agree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat disagree,Somewhat disagree,Somewhat disagree,Somewhat bad,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Neither agree nor disagree,Strongly agree,"Using respectful language (ie. avoiding terms like ""addict"", ""junkie"", etc.),Emphasizing a commitment to helping your animal,Discussing patient-vet confidentiality",,Somewhat agree,I think drug use is vulnerable to discrimination,,,,,
100,2611,TRUE,2023-03-27 7:05,,Yes,Yes,25-34,Male,,No,White or European descent,,,Full-time employment,,45000,Apartment/condo,,Downtown,Partner/spouse,,Children (yours or someone else's),2,"Dog,Cat",,I have used drugs once or twice a month for the past six months,Cannabis,,Smoking/inhalation,,Yes (please specify),anodyne,At home,,No,Quite concerned,Yes,I have a safety deposit box in which I keep things out of the reach of children and my pets,Somewhat agree,Strongly agree,Somewhat agree,Somewhat agree,Strongly agree,Somewhat agree,Somewhat agree,Strongly agree,Strongly agree,Somewhat agree,Most of the time,Always,Most of the time,Most of the time,Most of the time,Most of the time,I think I'm a normal drug addict. Don't accept me. I'll be ostracized,Option 2: I have experienced an animal emergency where my pet has accidentally ingested drugs.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Cannabis sativa,2-5 times,Cannabis,,,,Somewhat disagree,Somewhat disagree,Went to an emergency animal hospital,Treated at the vet/veterinary hospital,,"It was open/available at the time of the emergency,It was convenient/close by",,Yes,Neither agree nor disagree,Somewhat agree,Somewhat agree,Somewhat disagree,Somewhat disagree,Somewhat disagree,Neither agree nor disagree,Neither agree nor disagree,Somewhat disagree,Neither agree nor disagree,Neither agree nor disagree,Somewhat disagree,Extremely bad,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat disagree,"Using respectful language (ie. avoiding terms like ""addict"", ""junkie"", etc.),Emphasizing a commitment to helping your animal,Maintaining a friendly, non-judgmental demeanor",,Somewhat agree,I think drug use is vulnerable to discrimination,,,,,
100,2611,TRUE,2023-03-27 7:05,,Yes,Yes,25-34,Male,,No,White or European descent,,,Full-time employment,,45000,Apartment/condo,,Downtown,Partner/spouse,,Children (yours or someone else's),2,"Dog,Cat",,I have used drugs once or twice a month for the past six months,Cannabis,,Smoking/inhalation,,Yes (please specify),anodyne,At home,,No,Quite concerned,Yes,I have a safety deposit box in which I keep things out of the reach of children and my pets,Somewhat agree,Somewhat agree,Somewhat agree,Neither agree nor disagree,Strongly agree,Strongly agree,Strongly agree,Somewhat agree,Somewhat agree,Somewhat agree,Most of the time,Always,Most of the time,Most of the time,Most of the time,Most of the time,I think I'm a normal drug addict. Don't accept me. I'll be ostracized,Option 2: I have experienced an animal emergency where my pet has accidentally ingested drugs.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Cannabis sativa,2-5 times,Cannabis,,,,Neither agree nor disagree,Somewhat disagree,Went to an emergency animal hospital,Treated at the vet/veterinary hospital,,"It was open/available at the time of the emergency,It was convenient/close by",,Yes,Somewhat agree,Somewhat agree,Somewhat agree,Neither agree nor disagree,Somewhat disagree,Somewhat disagree,Neither agree nor disagree,Somewhat disagree,Somewhat disagree,Neither agree nor disagree,Neither agree nor disagree,Somewhat disagree,Somewhat bad,Somewhat agree,Neither agree nor disagree,Somewhat agree,Somewhat agree,Somewhat agree,Strongly agree,Neither agree nor disagree,Neither agree nor disagree,Somewhat agree,"Avoiding non-incriminatory questions (ex. ""Were these your drugs?""),Discussing patient-vet confidentiality,Maintaining a friendly, non-judgmental demeanor",,Strongly agree,I think drug use is vulnerable to discrimination,,,,,
100,2600,TRUE,2023-03-27 7:05,,Yes,Yes,25-34,Male,,No,White or European descent,,,Full-time employment,,50000,Apartment/condo,,Downtown,Partner/spouse,,Children (yours or someone else's),2,"Dog,Cat",,I have used drugs once or twice a month for the past six months,Cannabis,,Smoking/inhalation,,Yes (please specify),anodyne,At home,,No,Extremely concerned,Yes,I have a safety deposit box in which I keep things out of the reach of children and my pets,Somewhat agree,Somewhat agree,Somewhat agree,Strongly agree,Somewhat agree,Somewhat agree,Strongly agree,Somewhat agree,Somewhat agree,Somewhat agree,Always,Most of the time,About half the time,Most of the time,Most of the time,Most of the time,I think I'm a normal drug addict. Don't accept me. I'll be ostracized,Option 2: I have experienced an animal emergency where my pet has accidentally ingested drugs.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Cannabis sativa,Once,,,,,Somewhat disagree,Somewhat disagree,Went to an emergency animal hospital,Treated at the vet/veterinary hospital,,"It was open/available at the time of the emergency,It was convenient/close by",,Yes,Somewhat agree,Neither agree nor disagree,Somewhat agree,Somewhat disagree,Somewhat disagree,Somewhat agree,Neither agree nor disagree,Neither agree nor disagree,Somewhat agree,Somewhat agree,Neither agree nor disagree,Neither agree nor disagree,Somewhat bad,Somewhat agree,Strongly agree,Somewhat agree,Somewhat agree,Somewhat agree,Neither agree nor disagree,Strongly agree,Somewhat agree,Somewhat agree,"Using respectful language (ie. avoiding terms like ""addict"", ""junkie"", etc.),Emphasizing a commitment to helping your animal,Maintaining a friendly, non-judgmental demeanor",,Somewhat agree,I think drug use is vulnerable to discrimination,,,,,
100,2571,TRUE,2023-03-27 7:05,,Yes,Yes,25-34,Male,,No,White or European descent,,,Full-time employment,,45000,Apartment/condo,,Downtown,Partner/spouse,,Children (yours or someone else's),2,"Dog,Cat",,I have used drugs once or twice a month for the past six months,Cannabis,,Smoking/inhalation,,Yes (please specify),anodyne,At home,,No,Quite concerned,Yes,I have a safety deposit box in which I keep things out of the reach of children and my pets,Somewhat agree,Strongly agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Strongly agree,Strongly agree,Somewhat agree,Somewhat agree,Most of the time,Always,Most of the time,Most of the time,Most of the time,Most of the time,I think I'm a normal drug addict. Don't accept me. I'll be ostracized,Option 2: I have experienced an animal emergency where my pet has accidentally ingested drugs.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Cannabis sativa,2-5 times,Cannabis,,,,Strongly disagree,Somewhat disagree,Went to an emergency animal hospital,Treated at the vet/veterinary hospital,,"It was open/available at the time of the emergency,It was convenient/close by",,Yes,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat disagree,Somewhat disagree,Somewhat agree,Neither agree nor disagree,Somewhat agree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Extremely bad,Somewhat agree,Somewhat agree,Somewhat agree,Neither agree nor disagree,Neither agree nor disagree,Somewhat disagree,Somewhat agree,Neither agree nor disagree,Somewhat agree,"Avoiding non-incriminatory questions (ex. ""Were these your drugs?""),Emphasizing a commitment to helping your animal,Maintaining a friendly, non-judgmental demeanor",,Somewhat agree,I think drug use is vulnerable to discrimination,,,,,
100,2603,TRUE,2023-03-27 7:06,,Yes,Yes,25-34,Male,,No,White or European descent,,,,,,House,,Downtown,Partner/spouse,,Children (yours or someone else's),2,"Dog,Cat",,I have used drugs once or twice a month for the past six months,Cannabis,,Smoking/inhalation,,Yes (please specify),anodyne,At home,,No,Extremely concerned,Yes,I have a safety deposit box in which I keep things out of the reach of children and my pets,Somewhat agree,Strongly agree,Strongly agree,Somewhat agree,Strongly agree,Somewhat agree,Strongly agree,Strongly agree,Strongly agree,Somewhat agree,Most of the time,Most of the time,Most of the time,Most of the time,Most of the time,Always,I think I'm a normal drug addict. Don't accept me. I'll be ostracized,Option 2: I have experienced an animal emergency where my pet has accidentally ingested drugs.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Cannabis sativa,2-5 times,Cannabis,,,,Somewhat disagree,Somewhat disagree,Went to an emergency animal hospital,Treated at the vet/veterinary hospital,,It was open/available at the time of the emergency,,Yes,Neither agree nor disagree,Somewhat agree,Somewhat agree,Somewhat disagree,Neither agree nor disagree,Somewhat disagree,Neither agree nor disagree,Neither agree nor disagree,Somewhat agree,Somewhat agree,Neither agree nor disagree,Somewhat agree,Somewhat bad,Somewhat agree,Strongly agree,Strongly agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,"Using respectful language (ie. avoiding terms like ""addict"", ""junkie"", etc.),Emphasizing a commitment to helping your animal,Maintaining a friendly, non-judgmental demeanor",,Somewhat agree,I think drug use is vulnerable to discrimination,,,,,
100,2605,TRUE,2023-03-27 7:06,,Yes,Yes,25-34,Male,,No,White or European descent,,,Full-time employment,,50000,Apartment/condo,,Downtown,Partner/spouse,,Children (yours or someone else's),2,"Dog,Cat",,I use drugs once a week,Cannabis,,Smoking/inhalation,,Yes (please specify),anodyne,At home,,No,Extremely concerned,Yes,I have a safety deposit box in which I keep things out of the reach of children and my pets,Somewhat agree,Strongly agree,Strongly agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Most of the time,Always,Most of the time,Most of the time,Most of the time,Always,I think I'm a normal drug addict. Don't accept me. I'll be ostracized,Option 2: I have experienced an animal emergency where my pet has accidentally ingested drugs.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Cannabis sativa,2-5 times,Cannabis,,,,Somewhat disagree,Somewhat disagree,Went to an emergency animal hospital,Treated at the vet/veterinary hospital,,It was open/available at the time of the emergency,,Yes,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat disagree,Somewhat disagree,Somewhat disagree,Neither agree nor disagree,Somewhat disagree,Somewhat agree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Somewhat bad,Strongly agree,Neither agree nor disagree,Strongly agree,Somewhat agree,Strongly agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,"Avoiding non-incriminatory questions (ex. ""Were these your drugs?""),Discussing patient-vet confidentiality,Maintaining a friendly, non-judgmental demeanor",,Somewhat agree,I think drug use is vulnerable to discrimination,,,,,
100,2613,TRUE,2023-03-27 7:06,,Yes,Yes,25-34,Male,,No,White or European descent,,,Full-time employment,,50000,Apartment/condo,,Downtown,Partner/spouse,,Children (yours or someone else's),2,"Dog,Cat",,I use drugs once a week,Cannabis,,Smoking/inhalation,,Yes (please specify),anodyne,At home,,No,Extremely concerned,Yes,I have a safety deposit box in which I keep things out of the reach of children and my pets,Somewhat agree,Neither agree nor disagree,Strongly agree,Somewhat agree,Somewhat agree,Somewhat agree,Strongly agree,Somewhat agree,Somewhat agree,Somewhat agree,Most of the time,Always,Always,Most of the time,Most of the time,Always,I think I'm a normal drug addict. Don't accept me. I'll be ostracized,Option 2: I have experienced an animal emergency where my pet has accidentally ingested drugs.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Cannabis sativa,Once,,,,,Somewhat disagree,Somewhat disagree,Went to an emergency animal hospital,Treated at the vet/veterinary hospital,,It was open/available at the time of the emergency,,Yes,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat disagree,Somewhat disagree,Somewhat disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Somewhat disagree,Neither agree nor disagree,Somewhat bad,Somewhat agree,Somewhat agree,Somewhat agree,Neither agree nor disagree,Neither agree nor disagree,Somewhat agree,Strongly agree,Neither agree nor disagree,Somewhat agree,"Avoiding non-incriminatory questions (ex. ""Were these your drugs?""),Emphasizing a commitment to helping your animal,Discussing patient-vet confidentiality",,Somewhat agree,I think drug use is vulnerable to discrimination,,,,,
100,2597,TRUE,2023-03-27 7:06,,Yes,Yes,25-34,Male,,No,White or European descent,,,Full-time employment,,50000,Apartment/condo,,Downtown,Partner/spouse,,Children (yours or someone else's),2,"Dog,Cat",,I use drugs once a week,Cannabis,,Smoking/inhalation,,Yes (please specify),anodyne,At home,,No,Extremely concerned,Yes,I have a safety deposit box in which I keep things out of the reach of children and my pets,Somewhat agree,Strongly agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Strongly agree,Strongly agree,Somewhat agree,Somewhat agree,Always,Most of the time,Most of the time,About half the time,Most of the time,Most of the time,I think I'm a normal drug addict. Don't accept me. I'll be ostracized,Option 2: I have experienced an animal emergency where my pet has accidentally ingested drugs.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Cannabis sativa,Once,,,,,Strongly disagree,Somewhat disagree,Went to an emergency animal hospital,Treated at the vet/veterinary hospital,,It was open/available at the time of the emergency,,Yes,Somewhat agree,Somewhat agree,Strongly agree,Somewhat disagree,Neither agree nor disagree,Somewhat disagree,Neither agree nor disagree,Neither agree nor disagree,Somewhat disagree,Neither agree nor disagree,Neither agree nor disagree,Somewhat disagree,Extremely bad,Somewhat disagree,Somewhat agree,Strongly agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,"Using respectful language (ie. avoiding terms like ""addict"", ""junkie"", etc.),Avoiding non-incriminatory questions (ex. ""Were these your drugs?""),Discussing patient-vet confidentiality",,Somewhat agree,I think drug use is vulnerable to discrimination,,,,,
100,336,TRUE,2023-03-27 7:07,,Yes,Yes,,Male,,No,White or European descent,,,Full-time employment,,,Apartment/condo,,,Partner/spouse,,,,Dog,,I have used drugs once or twice a month for the past six months,Cannabis,,Smoking/inhalation,,No,,At home,,No,,No,,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Somewhat agree,Strongly agree,Strongly agree,Somewhat disagree,Somewhat agree,Most of the time,Most of the time,Most of the time,Most of the time,Always,Most of the time,,Option 1: I have not experienced an animal emergency where my pet has accidentally ingested drugs.,,Quite concerned,Somewhat agree,Somewhat agree,1,2,3,8,9,6,5,7,4,"I have a prior relationship with the veterinarian or healthcare staff,I DO NOT have a prior relationship with the veterinarian of health care staff,I am confident in the veterinary or health care staff knowledge of the situation",,Extremely concerned,Somewhat agree,Strongly agree,Strongly agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat disagree,Somewhat disagree,Somewhat disagree,Somewhat disagree,Somewhat disagree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,"Discussing patient-vet confidentiality,Maintaining a friendly, non-judgmental demeanor",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
